F1,F2,F3,F4,F5
2.6631890131380223,-3.114211687838936,-0.6703301942254164,6.554981904957668,0.9439325576982738
-0.14149848686197794,-0.25483668783893587,2.2515448057745835,-1.6168930950423321,-0.8255986923017262
-0.555560986861978,0.9248508121610641,2.7046698057745835,-1.1793930950423321,2.2518625503740552
-0.1900715788281323,-0.8303548729663848,2.8344811653524986,-0.4861414297460075,-0.3886167084943303
0.600689013138022,0.9873508121610641,1.7984198057745835,2.570606904957668,-0.423918699625945
-0.618060986861978,-0.5673366878389359,3.3452948057745835,-1.2262680950423321,-0.02091119230172621
-1.891498486861978,1.1436008121610641,4.814044805774584,-3.054393095042332,-0.423918699625945
0.624126513138022,-1.0360866878389359,-1.2953301942254165,0.7424819049576679,-0.3373174423017262
0.19443901313802206,-0.6923366878389359,-0.6156426942254164,-0.3043930950423321,0.08846380769827379
-0.25868598686197797,0.19047581216106413,-0.4203301942254164,1.7581069049576679,3.2518625503740552
1.0521159211718678,-1.0647298729663848,-1.8061438346475016,0.7013585702539925,0.18950829150566975
-0.11806098686197795,0.5498508121610641,-1.0140801942254165,4.570606904957668,0.02920630037405504
1.999126513138022,-2.247024187838936,-2.9828301942254165,3.883106904957668,1.4009638076982738
-1.571185986861978,1.6436008121610641,1.0640448057745835,-2.429393095042332,-0.431731199625945
-0.10243598686197795,-0.6688991878389359,-0.3890801942254164,-0.4918930950423321,-0.7748174423017262
0.999126513138022,-1.8681179378389359,-1.7406426942254165,3.258106904957668,0.5494013076982738
0.01475151313802205,1.2607883121610641,-0.3422051942254164,-1.4918930950423321,1.751862550374055
-0.2447590788281323,-0.8772298729663848,-0.4780188346475015,0.013858570253992508,-0.2948667084943303
-1.618060986861978,3.190475812161064,1.4859198057745835,-3.991893095042332,-2.4864186996259448
0.38193901313802203,-1.6376491878389359,-1.0453301942254165,1.3206069049576679,0.7369013076982738
-0.039935986861977954,0.48735081216106413,-0.3734551942254164,-0.6168930950423321,-0.252043699625945
0.13193901313802206,-1.1688991878389359,-0.7328301942254164,0.6331069049576679,-0.4310674423017262
0.42881401313802203,-1.1532741878389359,-1.1390801942254165,1.3831069049576679,0.08065130769827379
0.15537651313802206,0.8311008121610641,-0.6859551942254164,-0.4918930950423321,2.1893625503740552
0.5052409211718677,-1.2522298729663848,-1.4467688346475016,1.3888585702539924,-0.13861670849433025
0.06943901313802205,2.393600812161064,-1.5453301942254165,-0.9606430950423321,-2.5020436996259448
0.585064013138022,-1.4188991878389359,-1.4203301942254165,1.3831069049576679,0.5806513076982738
-0.586810986861978,0.14360081216106413,-0.10783019422541641,0.5706069049576679,0.21670630037405506
