PC1,PC2,PC3
-2.2464192572797494,0.3446525617937583,-0.15545930947377215
0.9207561682096003,-0.012317164145920803,-0.07197533999632444
0.8406905323464368,0.19091471140717184,0.15833608170050423
0.5348286755762662,-0.0014582345246658768,-0.05901241210510676
-2.286697413482819,0.3891185024347658,-0.12950416419344377
2.2807485891137045,-0.7882220117247212,-0.33866977263767506
-2.286697413482819,0.3891185024347658,-0.12950416419344377
0.14613926095970892,-0.034608363367946794,-0.16982960909001932
1.2511022478904805,-0.26293757157537484,-0.12206723151615886
-6.15291532874949,-10.44204589818442,2.3160918755786377
-1.076458545481967,0.026011450794763316,-0.22622120369201407
-6.416249423369905,-10.16066120277473,2.449166300975258
-0.6304999235522464,0.05293430427376497,-0.1931442497003391
-6.416249423369905,-10.16066120277473,2.449166300975258
-3.090667743813038,0.9538017774649806,0.05416776477368349
0.4046593248809068,0.08223061870106514,0.010751612122321336
-3.16308033648928,1.0337211988225217,0.10072760585231491
-1.2631149335674003,0.4293751502255763,-0.07257599810356866
-3.13635500306573,1.0042253182876675,0.08354375383175053
-2.8934086585045518,0.9341746103973865,0.033636327739724456
-3.16308033648928,1.0337211988225217,0.10072760585231491
-0.4367102098212544,0.2426519502301092,0.04205316139977614
0.4579821596673107,-0.23800428186445102,-0.21552920834888642
-0.02179368589104504,0.032193591569760385,-0.06362163302658395
0.4196996480032146,-0.12641818811630728,-0.19768822816347076
-2.3042213039599386,0.5794502313238363,0.02400911142269861
-0.3296284132781072,0.05623160312376923,-0.13437956859119962
-2.3042213039599386,0.5794502313238363,0.02400911142269861
7.213236589241737,-1.4578223311512668,-0.182622723074469
6.230022198303721,-0.8342899302939778,0.14172432103891625
6.860319849511068,-1.380047181673001,-0.16836558965608456
6.7714523953302015,-1.044649264753238,0.08813775291618313
-2.8446371297887367,1.81690816729868,0.4320763098634418
-1.4032632673009684,0.6356370483613175,0.2106370448064473
-1.5951355161197134,0.48117151951850745,0.0010003207529331467
-3.014146079292603,2.0035064246121697,0.538465271705573
-1.4071846602896727,0.5013582063683757,0.058012593368316163
-4.645062125825199,1.7053522892408979,0.28806042176868774
-2.5106452104117745,1.6093415194939626,0.2782049899253573
1.5263858835338269,-0.4017660526209123,-0.2145161978763654
2.922856935478765,-0.5840557818204515,-0.21627206806423047
1.4802748802261563,-0.35083048795597654,-0.1846656885862716
1.4802748802261563,-0.35083048795597654,-0.1846656885862716
1.3008377955527894,0.41398338953678837,0.3062751663618669
-0.3819509636171769,0.1711891204382532,-0.07439437472650387
2.534834535145597,-0.29256767013076346,-0.01280778133983834
-1.0450728258404083,0.2946128032772468,-0.06888897435452974
-1.6624885567443213,0.5113584991340718,0.032332730324936235
0.7041861660919337,0.3397952065236006,0.13405398899446652
0.35120462424536225,0.6208968068397169,0.22502174444654208
-3.871589191854737,0.8929191143049356,-0.04215802874371782
-1.0619189627152181,0.33425421460277793,-0.11261594706171112
-3.9223967546829632,0.9489795559207653,-0.009557487970643751
-0.46670094880281693,0.46843667564461644,0.17553205622548554
-2.3686895869799622,1.3756092325429543,0.23504030299527978
